Publication_Name,Country,Website,Google_Search,Isr_Cov_Actual
Asia Sentinel,Hong Kong,https://www.asiasentinel.com,https://www.google.com/search?q=site:https://www.asiasentinel.com+Israel,
Asia Times,Hong Kong,https://asiatimes.com,https://www.google.com/search?q=site:https://asiatimes.com+Israel,
AsiaOne,Singapore,https://www.asiaone.com,https://www.google.com/search?q=site:https://www.asiaone.com+Israel,
Associated Press (AP),USA,https://apnews.com,https://www.google.com/search?q=site:https://apnews.com+Israel,
Aswat Masriya,Egypt,https://aswatmasriya.com,https://www.google.com/search?q=site:https://aswatmasriya.com+Israel,
Atlanta Journal-Constitution,USA,https://www.ajc.com,https://www.google.com/search?q=site:https://www.ajc.com+Israel,
Australian Broadcasting Corporation (ABC),Australia,https://www.abc.net.au,https://www.google.com/search?q=site:https://www.abc.net.au+Israel,
Australian Financial Review,Australia,https://www.afr.com,https://www.google.com/search?q=site:https://www.afr.com+Israel,
Australian News Channel,Australia,https://www.skynews.com.au,https://www.google.com/search?q=site:https://www.skynews.com.au+Israel,
Axios,USA,https://www.axios.com,https://www.google.com/search?q=site:https://www.axios.com+Israel,
AzerNews,Azerbaijan,https://www.azernews.az,https://www.google.com/search?q=site:https://www.azernews.az+Israel,
Azteca Noticias,Mexico,https://www.tvazteca.com,https://www.google.com/search?q=site:https://www.tvazteca.com+Israel,
B92,Serbia,https://www.b92.net,https://www.google.com/search?q=site:https://www.b92.net+Israel,
Balkan Insight,Serbia,https://balkaninsight.com,https://www.google.com/search?q=site:https://balkaninsight.com+Israel,
Baltic News Service,Estonia,https://bns.ee,https://www.google.com/search?q=site:https://bns.ee+Israel,
Bangkok Biz News,Thailand,https://www.bangkokbiznews.com,https://www.google.com/search?q=site:https://www.bangkokbiznews.com+Israel,
Bangkok Business News,Thailand,https://www.bangkokbiznews.com,https://www.google.com/search?q=site:https://www.bangkokbiznews.com+Israel,
Bangkok Post,Thailand,https://www.bangkokpost.com,https://www.google.com/search?q=site:https://www.bangkokpost.com+Israel,
Bangladesh News 24,Bangladesh,https://bdnews24.com,https://www.google.com/search?q=site:https://bdnews24.com+Israel,
Bangladesh Observer,Bangladesh,https://www.observerbd.com,https://www.google.com/search?q=site:https://www.observerbd.com+Israel,
Barron's,USA,https://www.barrons.com,https://www.google.com/search?q=site:https://www.barrons.com+Israel,
Basler Zeitung,Switzerland,https://www.bazonline.ch,https://www.google.com/search?q=site:https://www.bazonline.ch+Israel,
Bay Area News Group,USA,https://www.bayareanewsgroup.com,https://www.google.com/search?q=site:https://www.bayareanewsgroup.com+Israel,
Bay Area Reporter,USA,https://www.ebar.com,https://www.google.com/search?q=site:https://www.ebar.com+Israel,
BBC Arabic,UK,https://www.bbc.com/arabic,https://www.google.com/search?q=site:https://www.bbc.com/arabic+Israel,
BBC News,UK,https://www.bbc.com,https://www.google.com/search?q=site:https://www.bbc.com+Israel,
BDNews24,Bangladesh,https://bdnews24.com,https://www.google.com/search?q=site:https://bdnews24.com+Israel,
Beeld,South Africa,https://www.netwerk24.com/beeld,https://www.google.com/search?q=site:https://www.netwerk24.com/beeld+Israel,
Beijing Review,China,https://www.bjreview.com.cn,https://www.google.com/search?q=site:https://www.bjreview.com.cn+Israel,
Beijing Review,China,https://www.bjreview.com,https://www.google.com/search?q=site:https://www.bjreview.com+Israel,
Belfast Telegraph,UK,https://www.belfasttelegraph.co.uk,https://www.google.com/search?q=site:https://www.belfasttelegraph.co.uk+Israel,
Bendigo Advertiser,Australia,https://www.bendigoadvertiser.com.au,https://www.google.com/search?q=site:https://www.bendigoadvertiser.com.au+Israel,
Bergens Tidende,Norway,https://www.bt.no,https://www.google.com/search?q=site:https://www.bt.no+Israel,
Berliner Morgenpost,Germany,https://www.morgenpost.de,https://www.google.com/search?q=site:https://www.morgenpost.de+Israel,
Berliner Zeitung,Germany,https://www.berliner-zeitung.de,https://www.google.com/search?q=site:https://www.berliner-zeitung.de+Israel,
Berlingske,Denmark,https://www.berlingske.dk,https://www.google.com/search?q=site:https://www.berlingske.dk+Israel,
Bharat Samachar,India,https://bharatsamacharlive.com,https://www.google.com/search?q=site:https://bharatsamacharlive.com+Israel,
Bianet,Turkey,https://www.bianet.org,https://www.google.com/search?q=site:https://www.bianet.org+Israel,
Bianet,Turkey,https://bianet.org,https://www.google.com/search?q=site:https://bianet.org+Israel,
BILD,Germany,https://www.bild.de,https://www.google.com/search?q=site:https://www.bild.de+Israel,
BizNews,South Africa,https://www.biznews.com,https://www.google.com/search?q=site:https://www.biznews.com+Israel,
Biznis Polska,Poland,https://www.biznispolska.pl,https://www.google.com/search?q=site:https://www.biznispolska.pl+Israel,
Black Press,Canada,https://www.blackpress.ca,https://www.google.com/search?q=site:https://www.blackpress.ca+Israel,
Black Star News,USA,https://www.blackstarnews.com,https://www.google.com/search?q=site:https://www.blackstarnews.com+Israel,
Blic,Serbia,https://www.blic.rs,https://www.google.com/search?q=site:https://www.blic.rs+Israel,
Bloomberg,USA,https://www.bloomberg.com,https://www.google.com/search?q=site:https://www.bloomberg.com+Israel,
BloombergQuint,India,https://www.bloombergquint.com,https://www.google.com/search?q=site:https://www.bloombergquint.com+Israel,
Boston Globe,USA,https://www.bostonglobe.com,https://www.google.com/search?q=site:https://www.bostonglobe.com+Israel,
Brisbane Times,Australia,https://www.brisbanetimes.com.au,https://www.google.com/search?q=site:https://www.brisbanetimes.com.au+Israel,
BTV,Bulgaria,https://btvnovinite.bg,https://www.google.com/search?q=site:https://btvnovinite.bg+Israel,
Buenos Aires Herald,Argentina,https://buenosairesherald.com,https://www.google.com/search?q=site:https://buenosairesherald.com+Israel,
Business Day,Nigeria,https://businessday.ng,https://www.google.com/search?q=site:https://businessday.ng+Israel,
Business Day,South Africa,https://www.businessday.co.za,https://www.google.com/search?q=site:https://www.businessday.co.za+Israel,
Business Day,South Africa,https://www.businesslive.co.za,https://www.google.com/search?q=site:https://www.businesslive.co.za+Israel,
Business Ghana,Ghana,https://www.businessghana.com,https://www.google.com/search?q=site:https://www.businessghana.com+Israel,
Business Insider,USA,https://www.businessinsider.com,https://www.google.com/search?q=site:https://www.businessinsider.com+Israel,
Business Standard,India,https://www.business-standard.com,https://www.google.com/search?q=site:https://www.business-standard.com+Israel,
Business Times,Malaysia,https://www.businesstimes.com.sg,https://www.google.com/search?q=site:https://www.businesstimes.com.sg+Israel,
Business Today,India,https://www.businesstoday.in,https://www.google.com/search?q=site:https://www.businesstoday.in+Israel,
BusinessTech,South Africa,https://businesstech.co.za,https://www.google.com/search?q=site:https://businesstech.co.za+Israel,
Calcalist,Israel,https://www.calcalist.co.il,https://www.google.com/search?q=site:https://www.calcalist.co.il+Israel,
Cameroon Post,Cameroon,https://www.cameroonpostline.com,https://www.google.com/search?q=site:https://www.cameroonpostline.com+Israel,
Canberra Times,Australia,https://www.canberratimes.com.au,https://www.google.com/search?q=site:https://www.canberratimes.com.au+Israel,
Cape Argus,South Africa,https://www.iol.co.za/capeargus,https://www.google.com/search?q=site:https://www.iol.co.za/capeargus+Israel,
Cape Times,South Africa,https://www.iol.co.za/capetimes,https://www.google.com/search?q=site:https://www.iol.co.za/capetimes+Israel,
Capital Ethiopia,Ethiopia,https://www.capitalethiopia.com,https://www.google.com/search?q=site:https://www.capitalethiopia.com+Israel,
Capital,France,https://www.capital.fr,https://www.google.com/search?q=site:https://www.capital.fr+Israel,
Caracol Radio,Colombia,https://caracol.com.co,https://www.google.com/search?q=site:https://caracol.com.co+Israel,
Caribbean News Now!,Caribbean,https://www.caribbeannewsnow.com,https://www.google.com/search?q=site:https://www.caribbeannewsnow.com+Israel,
Catholic News Service,USA,https://www.catholicnews.com,https://www.google.com/search?q=site:https://www.catholicnews.com+Israel,
CBC News,Canada,https://www.cbc.ca,https://www.google.com/search?q=site:https://www.cbc.ca+Israel,
CCTV News,China,https://english.cctv.com,https://www.google.com/search?q=site:https://english.cctv.com+Israel,
Ceylon Today,Sri Lanka,https://www.ceylontoday.lk,https://www.google.com/search?q=site:https://www.ceylontoday.lk+Israel,
Channel 4 News,UK,https://www.channel4.com,https://www.google.com/search?q=site:https://www.channel4.com+Israel,
Channel NewsAsia (CNA),Singapore,https://www.channelnewsasia.com,https://www.google.com/search?q=site:https://www.channelnewsasia.com+Israel,
Chicago Reader,USA,https://www.chicagoreader.com,https://www.google.com/search?q=site:https://www.chicagoreader.com+Israel,
Chicago Sun-Times,USA,https://www.suntimes.com,https://www.google.com/search?q=site:https://www.suntimes.com+Israel,
Chicago Tribune,USA,https://www.chicagotribune.com,https://www.google.com/search?q=site:https://www.chicagotribune.com+Israel,
China Daily,China,https://www.chinadaily.com.cn,https://www.google.com/search?q=site:https://www.chinadaily.com.cn+Israel,
China Economic Net,China,https://en.ce.cn,https://www.google.com/search?q=site:https://en.ce.cn+Israel,
China Global Television Network (CGTN),China,https://www.cgtn.com,https://www.google.com/search?q=site:https://www.cgtn.com+Israel,
China.org.cn,China,https://www.china.org.cn,https://www.google.com/search?q=site:https://www.china.org.cn+Israel,
Chosun Ilbo,South Korea,https://english.chosun.com,https://www.google.com/search?q=site:https://english.chosun.com+Israel,
Chronicle,Zimbabwe,https://www.chronicle.co.zw,https://www.google.com/search?q=site:https://www.chronicle.co.zw+Israel,
City A.M.,UK,https://www.cityam.com,https://www.google.com/search?q=site:https://www.cityam.com+Israel,
City Press,South Africa,https://www.citypress.co.za,https://www.google.com/search?q=site:https://www.citypress.co.za+Israel,
Clarín,Argentina,https://www.clarin.com,https://www.google.com/search?q=site:https://www.clarin.com+Israel,
Clarion Ledger,USA,https://www.clarionledger.com,https://www.google.com/search?q=site:https://www.clarionledger.com+Israel,
Cleveland Plain Dealer,USA,https://www.cleveland.com,https://www.google.com/search?q=site:https://www.cleveland.com+Israel,
CNA,Singapore,https://www.channelnewsasia.com,https://www.google.com/search?q=site:https://www.channelnewsasia.com+Israel,
CNBC,USA,https://www.cnbc.com,https://www.google.com/search?q=site:https://www.cnbc.com+Israel,
CNEWS,France,https://www.cnews.fr,https://www.google.com/search?q=site:https://www.cnews.fr+Israel,
CNN International,USA,https://edition.cnn.com,https://www.google.com/search?q=site:https://edition.cnn.com+Israel,
CNN Philippines,Philippines,https://www.cnnphilippines.com,https://www.google.com/search?q=site:https://www.cnnphilippines.com+Israel,
CNN,USA,https://www.cnn.com,https://www.google.com/search?q=site:https://www.cnn.com+Israel,
Coconuts Media,Thailand,https://coconuts.co,https://www.google.com/search?q=site:https://coconuts.co+Israel,
Colombo Page,Sri Lanka,https://www.colombopage.com,https://www.google.com/search?q=site:https://www.colombopage.com+Israel,
Correio Braziliense,Brazil,https://www.correiobraziliense.com.br,https://www.google.com/search?q=site:https://www.correiobraziliense.com.br+Israel,
Correo,Peru,https://diariocorreo.pe,https://www.google.com/search?q=site:https://diariocorreo.pe+Israel,
Corriere della Sera,Italy,https://www.corriere.it,https://www.google.com/search?q=site:https://www.corriere.it+Israel,
Courrier International,France,https://www.courrierinternational.com,https://www.google.com/search?q=site:https://www.courrierinternational.com+Israel,
Cricbuzz,India,https://www.cricbuzz.com,https://www.google.com/search?q=site:https://www.cricbuzz.com+Israel,
Croatian News Agency (HINA),Croatia,https://www.hina.hr,https://www.google.com/search?q=site:https://www.hina.hr+Israel,
CTV News,Canada,https://www.ctvnews.ca,https://www.google.com/search?q=site:https://www.ctvnews.ca+Israel,
Czech News Agency (CTK),Czech Republic,https://www.ceskenoviny.cz,https://www.google.com/search?q=site:https://www.ceskenoviny.cz+Israel,
Dagbladet Information,Denmark,https://www.information.dk,https://www.google.com/search?q=site:https://www.information.dk+Israel,
Dagbladet,Norway,https://www.dagbladet.no,https://www.google.com/search?q=site:https://www.dagbladet.no+Israel,
Dagens Nyheter,Sweden,https://www.dn.se,https://www.google.com/search?q=site:https://www.dn.se+Israel,
Daily Dispatch,South Africa,https://www.dispatchlive.co.za,https://www.google.com/search?q=site:https://www.dispatchlive.co.za+Israel,
Daily Express,Pakistan,https://www.express.com.pk,https://www.google.com/search?q=site:https://www.express.com.pk+Israel,
Daily Express,UK,https://www.express.co.uk,https://www.google.com/search?q=site:https://www.express.co.uk+Israel,
Daily FT,Sri Lanka,https://www.ft.lk,https://www.google.com/search?q=site:https://www.ft.lk+Israel,
Daily Graphic,Ghana,https://www.graphic.com.gh,https://www.google.com/search?q=site:https://www.graphic.com.gh+Israel,
Daily Guide,Ghana,https://dailyguideafrica.com,https://www.google.com/search?q=site:https://dailyguideafrica.com+Israel,
Daily Guide,Ghana,https://www.dailyguideafrica.com,https://www.google.com/search?q=site:https://www.dailyguideafrica.com+Israel,
Daily Mail,UK,https://www.dailymail.co.uk,https://www.google.com/search?q=site:https://www.dailymail.co.uk+Israel,
Daily Maverick,South Africa,https://www.dailymaverick.co.za,https://www.google.com/search?q=site:https://www.dailymaverick.co.za+Israel,
Daily Mirror,Sri Lanka,https://www.dailymirror.lk,https://www.google.com/search?q=site:https://www.dailymirror.lk+Israel,
Daily Mirror,UK,https://www.mirror.co.uk,https://www.google.com/search?q=site:https://www.mirror.co.uk+Israel,
Daily Monitor,Uganda,https://www.monitor.co.ug,https://www.google.com/search?q=site:https://www.monitor.co.ug+Israel,
Daily Nation,Kenya,https://www.nation.co.ke,https://www.google.com/search?q=site:https://www.nation.co.ke+Israel,
Daily Nation,Kenya,https://www.nation.africa,https://www.google.com/search?q=site:https://www.nation.africa+Israel,
Daily Nation,Zambia,https://www.dailynationzambia.com,https://www.google.com/search?q=site:https://www.dailynationzambia.com+Israel,
Daily News,Egypt,https://www.dailynewsegypt.com,https://www.google.com/search?q=site:https://www.dailynewsegypt.com+Israel,
Daily News,Sri Lanka,https://www.dailynews.lk,https://www.google.com/search?q=site:https://www.dailynews.lk+Israel,
Daily Observer,Bangladesh,https://www.observerbd.com,https://www.google.com/search?q=site:https://www.observerbd.com+Israel,
Daily Observer,Gambia,https://observergm.com,https://www.google.com/search?q=site:https://observergm.com+Israel,
Daily Observer,The Gambia,https://www.observer.gm,https://www.google.com/search?q=site:https://www.observer.gm+Israel,
Daily Post,Nigeria,https://dailypost.ng,https://www.google.com/search?q=site:https://dailypost.ng+Israel,
Daily Sabah,Turkey,https://www.dailysabah.com,https://www.google.com/search?q=site:https://www.dailysabah.com+Israel,
Daily Star,Bangladesh,https://www.thedailystar.net,https://www.google.com/search?q=site:https://www.thedailystar.net+Israel,
Daily Star,Lebanon,https://www.dailystar.com.lb,https://www.google.com/search?q=site:https://www.dailystar.com.lb+Israel,
Daily Sun,South Africa,https://www.dailysun.co.za,https://www.google.com/search?q=site:https://www.dailysun.co.za+Israel,
Daily Telegraph,UK,https://www.telegraph.co.uk,https://www.google.com/search?q=site:https://www.telegraph.co.uk+Israel,
Daily Times,Nigeria,https://www.dailytimes.ng,https://www.google.com/search?q=site:https://www.dailytimes.ng+Israel,
Daily Times,Pakistan,https://www.dailytimes.com.pk,https://www.google.com/search?q=site:https://www.dailytimes.com.pk+Israel,
Daily Times,Pakistan,https://dailytimes.com.pk,https://www.google.com/search?q=site:https://dailytimes.com.pk+Israel,
Daily Trust,Nigeria,https://dailytrust.com,https://www.google.com/search?q=site:https://dailytrust.com+Israel,
Dawn,Pakistan,https://www.dawn.com,https://www.google.com/search?q=site:https://www.dawn.com+Israel,
De Standaard,Belgium,https://www.standaard.be,https://www.google.com/search?q=site:https://www.standaard.be+Israel,
De Telegraaf,Netherlands,https://www.telegraaf.nl,https://www.google.com/search?q=site:https://www.telegraaf.nl+Israel,
Deccan Chronicle,India,https://www.deccanchronicle.com,https://www.google.com/search?q=site:https://www.deccanchronicle.com+Israel,
Deccan Herald,India,https://www.deccanherald.com,https://www.google.com/search?q=site:https://www.deccanherald.com+Israel,
Defence News,USA,https://www.defensenews.com,https://www.google.com/search?q=site:https://www.defensenews.com+Israel,
Delo,Slovenia,https://www.delo.si,https://www.google.com/search?q=site:https://www.delo.si+Israel,
Democracy Now!,USA,https://www.democracynow.org,https://www.google.com/search?q=site:https://www.democracynow.org+Israel,
Der Spiegel,Germany,https://www.spiegel.de,https://www.google.com/search?q=site:https://www.spiegel.de+Israel,
Der Standard,Austria,https://www.derstandard.at,https://www.google.com/search?q=site:https://www.derstandard.at+Israel,
Deutsche Welle (DW),Germany,https://www.dw.com,https://www.google.com/search?q=site:https://www.dw.com+Israel,
Deutsche Wirtschafts Nachrichten,Germany,https://www.deutsche-wirtschafts-nachrichten.de,https://www.google.com/search?q=site:https://www.deutsche-wirtschafts-nachrichten.de+Israel,
Diário de Notícias,Mozambique,https://www.jornalnoticias.co.mz,https://www.google.com/search?q=site:https://www.jornalnoticias.co.mz+Israel,
Diário de Notícias,Portugal,https://www.dn.pt,https://www.google.com/search?q=site:https://www.dn.pt+Israel,
Diario de Noticias,Portugal,https://www.dn.pt,https://www.google.com/search?q=site:https://www.dn.pt+Israel,
Diário do Nordeste,Brazil,https://diariodonordeste.verdesmares.com.br,https://www.google.com/search?q=site:https://diariodonordeste.verdesmares.com.br+Israel,
Diário Económico,Portugal,https://www.jornaleconomico.pt,https://www.google.com/search?q=site:https://www.jornaleconomico.pt+Israel,
Die Presse,Austria,https://diepresse.com,https://www.google.com/search?q=site:https://diepresse.com+Israel,
Die Presse,Austria,https://www.diepresse.com,https://www.google.com/search?q=site:https://www.diepresse.com+Israel,
Die Welt,Germany,https://www.welt.de,https://www.google.com/search?q=site:https://www.welt.de+Israel,
Die Zeit,Germany,https://www.zeit.de,https://www.google.com/search?q=site:https://www.zeit.de+Israel,
Digital Journal,Canada,https://www.digitaljournal.com,https://www.google.com/search?q=site:https://www.digitaljournal.com+Israel,
Dnevni Avaz,Bosnia and Herzegovina,https://www.avaz.ba,https://www.google.com/search?q=site:https://www.avaz.ba+Israel,
Dnevnik,Macedonia,https://www.dnevnik.com.mk,https://www.google.com/search?q=site:https://www.dnevnik.com.mk+Israel,
Dominican Today,Dominican Republic,https://dominicantoday.com,https://www.google.com/search?q=site:https://dominicantoday.com+Israel,
Dominion Post,New Zealand,https://www.stuff.co.nz/dominion-post,https://www.google.com/search?q=site:https://www.stuff.co.nz/dominion-post+Israel,
Echorouk Online,Algeria,https://www.echoroukonline.com,https://www.google.com/search?q=site:https://www.echoroukonline.com+Israel,
Eesti Päevaleht,Estonia,https://www.epl.delfi.ee,https://www.google.com/search?q=site:https://www.epl.delfi.ee+Israel,
Eesti Rahvusringhääling,Estonia,https://news.err.ee,https://www.google.com/search?q=site:https://news.err.ee+Israel,
Egypt Independent,Egypt,https://www.egyptindependent.com,https://www.google.com/search?q=site:https://www.egyptindependent.com+Israel,
Ekonomika i Biznes,Russia,https://www.eibnet.ru,https://www.google.com/search?q=site:https://www.eibnet.ru+Israel,
Ekonomika,Latvia,https://www.ekonomika.lv,https://www.google.com/search?q=site:https://www.ekonomika.lv+Israel,
Ekspres,Serbia,https://www.ekspres.net,https://www.google.com/search?q=site:https://www.ekspres.net+Israel,
Ekstra Bladet,Denmark,https://www.ekstrabladet.dk,https://www.google.com/search?q=site:https://www.ekstrabladet.dk+Israel,
Ekstra Bladet,Denmark,https://ekstrabladet.dk,https://www.google.com/search?q=site:https://ekstrabladet.dk+Israel,
El Comercio,Ecuador,https://www.elcomercio.com,https://www.google.com/search?q=site:https://www.elcomercio.com+Israel,
El Comercio,Peru,https://elcomercio.pe,https://www.google.com/search?q=site:https://elcomercio.pe+Israel,
El Correo,Spain,https://www.elcorreo.com,https://www.google.com/search?q=site:https://www.elcorreo.com+Israel,
El Espectador,Colombia,https://www.elespectador.com,https://www.google.com/search?q=site:https://www.elespectador.com+Israel,
El Financiero,Mexico,https://www.elfinanciero.com.mx,https://www.google.com/search?q=site:https://www.elfinanciero.com.mx+Israel,
El Heraldo,Honduras,https://www.elheraldo.hn,https://www.google.com/search?q=site:https://www.elheraldo.hn+Israel,
El Mercurio,Chile,https://www.elmercurio.com,https://www.google.com/search?q=site:https://www.elmercurio.com+Israel,
El Mundo,Spain,https://www.elmundo.es,https://www.google.com/search?q=site:https://www.elmundo.es+Israel,
El Nacional,Republica Dominicana,https://www.elcaribe.com.do,https://www.google.com/search?q=site:https://www.elcaribe.com.do+Israel,
El Nacional,Venezuela,https://www.el-nacional.com,https://www.google.com/search?q=site:https://www.el-nacional.com+Israel,
El Nacional,Venezuela,https://www.elnacional.com,https://www.google.com/search?q=site:https://www.elnacional.com+Israel,
El Nuevo Día,Puerto Rico,https://www.elnuevodia.com,https://www.google.com/search?q=site:https://www.elnuevodia.com+Israel,
El Nuevo Herald,USA,https://www.elnuevoherald.com,https://www.google.com/search?q=site:https://www.elnuevoherald.com+Israel,
El País,Spain,https://elpais.com,https://www.google.com/search?q=site:https://elpais.com+Israel,
El País,Spain,https://www.elpais.com,https://www.google.com/search?q=site:https://www.elpais.com+Israel,
El Sol de México,Mexico,https://www.elsoldemexico.com.mx,https://www.google.com/search?q=site:https://www.elsoldemexico.com.mx+Israel,
El Tiempo,Colombia,https://www.eltiempo.com,https://www.google.com/search?q=site:https://www.eltiempo.com+Israel,
El Universal,Mexico,https://www.eluniversal.com.mx,https://www.google.com/search?q=site:https://www.eluniversal.com.mx+Israel,
El Universal,Venezuela,https://www.eluniversal.com,https://www.google.com/search?q=site:https://www.eluniversal.com+Israel,
El Universo,Ecuador,https://www.eluniverso.com,https://www.google.com/search?q=site:https://www.eluniverso.com+Israel,
Eleven Myanmar,Myanmar,https://elevenmyanmar.com,https://www.google.com/search?q=site:https://elevenmyanmar.com+Israel,
Emarat Al Youm,UAE,https://www.emaratalyoum.com,https://www.google.com/search?q=site:https://www.emaratalyoum.com+Israel,
Epoch Times,USA,https://www.theepochtimes.com,https://www.google.com/search?q=site:https://www.theepochtimes.com+Israel,
Estonian Public Broadcasting,Estonia,https://news.err.ee,https://www.google.com/search?q=site:https://news.err.ee+Israel,
Eswatini Observer,Eswatini,https://www.observer.org.sz,https://www.google.com/search?q=site:https://www.observer.org.sz+Israel,
Etemaad Daily,India,https://www.etemaaddaily.com,https://www.google.com/search?q=site:https://www.etemaaddaily.com+Israel,
Euronews,France,https://www.euronews.com,https://www.google.com/search?q=site:https://www.euronews.com+Israel,
EuroNews,France,https://www.euronews.com,https://www.google.com/search?q=site:https://www.euronews.com+Israel,
Europolitics,Belgium,https://europolitics.info,https://www.google.com/search?q=site:https://europolitics.info+Israel,
Evening Echo,Ireland,https://www.echolive.ie,https://www.google.com/search?q=site:https://www.echolive.ie+Israel,
Evening Standard,UK,https://www.standard.co.uk,https://www.google.com/search?q=site:https://www.standard.co.uk+Israel,
EWN (Eyewitness News),South Africa,https://ewn.co.za,https://www.google.com/search?q=site:https://ewn.co.za+Israel,
Expressen,Sweden,https://www.expressen.se,https://www.google.com/search?q=site:https://www.expressen.se+Israel,
Far Eastern Economic Review,China,https://www.feer.com,https://www.google.com/search?q=site:https://www.feer.com+Israel,
